NTCIR12-MathWiki-1 373323|0,0,0|0,0,0 Prime_zeta_function:22 1 52.018536 APPROACH0
NTCIR12-MathWiki-1 373321|0,0,0|0,0,0 Prime_zeta_function:20 2 52.018536 APPROACH0
NTCIR12-MathWiki-1 373326|0,0,0|0,0,0 Prime_zeta_function:25 3 52.018536 APPROACH0
NTCIR12-MathWiki-1 373335|0,0,0|0,0,0 Prime_zeta_function:34 4 52.018536 APPROACH0
NTCIR12-MathWiki-1 373322|0,0,0|0,0,0 Prime_zeta_function:21 5 52.018536 APPROACH0
NTCIR12-MathWiki-1 373336|0,0,0|0,0,0 Prime_zeta_function:35 6 52.018536 APPROACH0
NTCIR12-MathWiki-1 373334|0,0,0|0,0,0 Prime_zeta_function:33 7 52.018536 APPROACH0
NTCIR12-MathWiki-1 373328|0,0,0|0,0,0 Prime_zeta_function:27 8 52.018536 APPROACH0
NTCIR12-MathWiki-1 373337|0,0,0|0,0,0 Prime_zeta_function:36 9 52.018536 APPROACH0
NTCIR12-MathWiki-1 373327|0,0,0|0,0,0 Prime_zeta_function:26 10 52.018536 APPROACH0
NTCIR12-MathWiki-1 373329|0,0,0|0,0,0 Prime_zeta_function:28 11 52.018536 APPROACH0
NTCIR12-MathWiki-1 88105|0,0,0|0,0,0 Limit_of_a_sequence:17 12 51.902603 APPROACH0
NTCIR12-MathWiki-1 145335|0,0,0|0,0,0 Pisot–Vijayaraghavan_number:42 13 51.902603 APPROACH0
NTCIR12-MathWiki-1 226016|0,0,0|0,0,0 Prime_constant:7 14 51.756004 APPROACH0
NTCIR12-MathWiki-1 50037|0,0,0|0,0,0 Riemann_zeta_function:11 15 51.726250 APPROACH0
NTCIR12-MathWiki-1 406510|0,0,0|0,0,0 Bernstein's_constant:3 16 51.726250 APPROACH0
NTCIR12-MathWiki-1 490898|0,0,0|0,0,0 Herman_ring:4 17 51.726250 APPROACH0
NTCIR12-MathWiki-1 130367|0,0,0|0,0,0 Gibbs_phenomenon:12 18 51.726250 APPROACH0
NTCIR12-MathWiki-1 324911|0,0,0|0,0,0 File:Divisor-summatory.svg:4 19 51.726250 APPROACH0
NTCIR12-MathWiki-1 324904|0,0,0|0,0,0 File:Divisor-summatory-big.svg:4 20 51.726250 APPROACH0
NTCIR12-MathWiki-1 324890|0,0,0|0,0,0 File:Divisor-distribution.jpeg:4 21 51.726250 APPROACH0
NTCIR12-MathWiki-1 51574|0,0,0|0,0,0 Series_(mathematics):42 22 51.640659 APPROACH0
NTCIR12-MathWiki-1 56247|0,0,0|0,0,0 Travelling_salesman_problem:39 23 51.640659 APPROACH0
NTCIR12-MathWiki-1 343121|0,0,0|0,0,0 Shapiro_inequality:4 24 51.640659 APPROACH0
NTCIR12-MathWiki-1 183187|0,0,0|0,0,0 Mathematical_coincidence:61 25 51.590038 APPROACH0
NTCIR12-MathWiki-1 26092|0,0,0|0,0,0 Geometric_series:30 26 51.590038 APPROACH0
NTCIR12-MathWiki-1 116483|0,0,0|0,0,0 Average_absolute_deviation:10 27 51.590038 APPROACH0
NTCIR12-MathWiki-1 102222|0,0,0|0,0,0 Rate-monotonic_scheduling:8 28 51.590038 APPROACH0
NTCIR12-MathWiki-1 41566|0,0,0|0,0,0 P-adic_number:13 29 51.590038 APPROACH0
NTCIR12-MathWiki-1 562592|0,0,0|0,0,0 Mathematical_constants_and_functions:354 30 51.590038 APPROACH0
NTCIR12-MathWiki-1 562503|0,0,0|0,0,0 Mathematical_constants_and_functions:265 31 51.590038 APPROACH0
NTCIR12-MathWiki-1 63115|0,0,0|0,0,0 Beta_distribution:360 32 51.560379 APPROACH0
NTCIR12-MathWiki-1 242354|0,0,0|0,0,0 Brun's_theorem:6 33 51.560379 APPROACH0
NTCIR12-MathWiki-1 433069|0,0,0|0,0,0 Schröder–Bernstein_theorem_for_measurable_spaces:29 34 51.560379 APPROACH0
NTCIR12-MathWiki-1 426732|0,0,0|0,0,0 Odds_algorithm:15 35 51.475067 APPROACH0
NTCIR12-MathWiki-1 5624|0,0,0|0,0,0 Bell's_theorem:1 36 51.475067 APPROACH0
NTCIR12-MathWiki-1 315318|0,0,0|0,0,0 Airy_points:0 37 51.475067 APPROACH0
NTCIR12-MathWiki-1 136524|0,0,0|0,0,0 Kepler_conjecture:0 38 51.473980 APPROACH0
NTCIR12-MathWiki-1 224792|0,0,0|0,0,0 Pell_number:61 39 51.444393 APPROACH0
NTCIR12-MathWiki-1 224788|0,0,0|0,0,0 Pell_number:57 40 51.444393 APPROACH0
NTCIR12-MathWiki-1 124744|0,0,0|0,0,0 Double_factorial:14 41 51.444393 APPROACH0
NTCIR12-MathWiki-1 224798|0,0,0|0,0,0 Pell_number:67 42 51.444393 APPROACH0
NTCIR12-MathWiki-1 224790|0,0,0|0,0,0 Pell_number:59 43 51.444393 APPROACH0
NTCIR12-MathWiki-1 224786|0,0,0|0,0,0 Pell_number:55 44 51.444393 APPROACH0
NTCIR12-MathWiki-1 26093|0,0,0|0,0,0 Geometric_series:31 45 51.444393 APPROACH0
NTCIR12-MathWiki-1 180481|0,0,0|0,0,0 Landau's_constants:3 46 51.444393 APPROACH0
NTCIR12-MathWiki-1 224784|0,0,0|0,0,0 Pell_number:53 47 51.444393 APPROACH0
NTCIR12-MathWiki-1 493658|0,0,0|0,0,0 Kicked_rotator:8 48 51.444393 APPROACH0
NTCIR12-MathWiki-1 224776|0,0,0|0,0,0 Pell_number:45 49 51.444393 APPROACH0
NTCIR12-MathWiki-1 372411|0,0,0|0,0,0 Periodic_continued_fraction:12 50 51.444393 APPROACH0
NTCIR12-MathWiki-1 224780|0,0,0|0,0,0 Pell_number:49 51 51.444393 APPROACH0
NTCIR12-MathWiki-1 168575|0,0,0|0,0,0 Correlation_ratio:14 52 51.444393 APPROACH0
NTCIR12-MathWiki-1 224794|0,0,0|0,0,0 Pell_number:63 53 51.444393 APPROACH0
NTCIR12-MathWiki-1 224796|0,0,0|0,0,0 Pell_number:65 54 51.444393 APPROACH0
NTCIR12-MathWiki-1 224778|0,0,0|0,0,0 Pell_number:47 55 51.444393 APPROACH0
NTCIR12-MathWiki-1 224782|0,0,0|0,0,0 Pell_number:51 56 51.444393 APPROACH0
NTCIR12-MathWiki-1 26091|0,0,0|0,0,0 Geometric_series:29 57 51.387360 APPROACH0
NTCIR12-MathWiki-1 119333|0,0,0|0,0,0 Champernowne_constant:6 58 51.387360 APPROACH0
NTCIR12-MathWiki-1 234119|0,0,0|0,0,0 Stieltjes_constants:2 59 51.359268 APPROACH0
NTCIR12-MathWiki-1 56365|0,0,0|0,0,0 Triangle:94 60 51.359268 APPROACH0
NTCIR12-MathWiki-1 406509|0,0,0|0,0,0 Bernstein's_constant:2 61 51.359268 APPROACH0
NTCIR12-MathWiki-1 168574|0,0,0|0,0,0 Correlation_ratio:13 62 51.357819 APPROACH0
NTCIR12-MathWiki-1 301339|0,0,0|0,0,0 Particular_values_of_the_Gamma_function:74 63 51.319687 APPROACH0
NTCIR12-MathWiki-1 415597|0,0,0|0,0,0 Gauss_circle_problem:12 64 51.290184 APPROACH0
NTCIR12-MathWiki-1 3334|0,0,0|0,0,0 Arithmetic–geometric_mean:31 65 51.290184 APPROACH0
NTCIR12-MathWiki-1 419956|0,0,0|0,0,0 Irrational_number:7 66 51.272842 APPROACH0
NTCIR12-MathWiki-1 26351|0,0,0|0,0,0 Golden_ratio:61 67 51.272842 APPROACH0
NTCIR12-MathWiki-1 228998|0,0,0|0,0,0 Riesz_function:34 68 51.272842 APPROACH0
NTCIR12-MathWiki-1 56011|0,0,0|0,0,0 Transcendental_number:0 69 51.265022 APPROACH0
NTCIR12-MathWiki-1 274792|0,0,0|0,0,0 Trigamma_function:24 70 51.265022 APPROACH0
NTCIR12-MathWiki-1 71161|0,0,0|0,0,0 Diophantine_approximation:34 71 51.265022 APPROACH0
NTCIR12-MathWiki-1 102221|0,0,0|0,0,0 Rate-monotonic_scheduling:7 72 51.265022 APPROACH0
NTCIR12-MathWiki-1 274791|0,0,0|0,0,0 Trigamma_function:23 73 51.265022 APPROACH0
NTCIR12-MathWiki-1 26311|0,0,0|0,0,0 Golden_ratio:21 74 51.235554 APPROACH0
NTCIR12-MathWiki-1 382715|0,0,0|0,0,0 Van_Wijngaarden_transformation:7 75 51.235554 APPROACH0
NTCIR12-MathWiki-1 263905|0,0,0|0,0,0 Particular_values_of_Riemann_zeta_function:40 76 51.219707 APPROACH0
NTCIR12-MathWiki-1 183137|0,0,0|0,0,0 Mathematical_coincidence:11 77 51.219707 APPROACH0
NTCIR12-MathWiki-1 191255|0,0,0|0,0,0 Richardson_extrapolation:33 78 51.205326 APPROACH0
NTCIR12-MathWiki-1 75531|0,0,0|0,0,0 Film_speed:1 79 51.205326 APPROACH0
NTCIR12-MathWiki-1 206554|0,0,0|0,0,0 Conway's_Soldiers:12 80 51.205326 APPROACH0
NTCIR12-MathWiki-1 26304|0,0,0|0,0,0 Golden_ratio:14 81 51.205326 APPROACH0
NTCIR12-MathWiki-1 123141|0,0,0|0,0,0 Debye_model:124 82 51.190266 APPROACH0
NTCIR12-MathWiki-1 252108|0,0,0|0,0,0 Gauss's_constant:0 83 51.190266 APPROACH0
NTCIR12-MathWiki-1 127054|0,0,0|0,0,0 Euler_product:53 84 51.190266 APPROACH0
NTCIR12-MathWiki-1 127057|0,0,0|0,0,0 Euler_product:56 85 51.190266 APPROACH0
NTCIR12-MathWiki-1 176487|0,0,0|0,0,0 Gyrobifastigium:0 86 51.190266 APPROACH0
NTCIR12-MathWiki-1 382716|0,0,0|0,0,0 Van_Wijngaarden_transformation:8 87 51.190266 APPROACH0
NTCIR12-MathWiki-1 127065|0,0,0|0,0,0 Euler_product:64 88 51.190266 APPROACH0
NTCIR12-MathWiki-1 117065|0,0,0|0,0,0 Berry–Esseen_theorem:11 89 51.190266 APPROACH0
NTCIR12-MathWiki-1 331172|0,0,0|0,0,0 Kepler–Bouwkamp_constant:0 90 51.190266 APPROACH0
NTCIR12-MathWiki-1 382717|0,0,0|0,0,0 Van_Wijngaarden_transformation:9 91 51.190266 APPROACH0
NTCIR12-MathWiki-1 127053|0,0,0|0,0,0 Euler_product:52 92 51.190266 APPROACH0
NTCIR12-MathWiki-1 263904|0,0,0|0,0,0 Particular_values_of_Riemann_zeta_function:39 93 51.181377 APPROACH0
NTCIR12-MathWiki-1 273569|0,0,0|0,0,0 Tent_map:4 94 51.181377 APPROACH0
NTCIR12-MathWiki-1 183155|0,0,0|0,0,0 Mathematical_coincidence:29 95 51.181377 APPROACH0
NTCIR12-MathWiki-1 127064|0,0,0|0,0,0 Euler_product:63 96 51.151955 APPROACH0
NTCIR12-MathWiki-1 127063|0,0,0|0,0,0 Euler_product:62 97 51.151955 APPROACH0
NTCIR12-MathWiki-1 275439|0,0,0|0,0,0 Unusual_number:2 98 51.151955 APPROACH0
NTCIR12-MathWiki-1 127048|0,0,0|0,0,0 Euler_product:47 99 51.151955 APPROACH0
NTCIR12-MathWiki-1 127060|0,0,0|0,0,0 Euler_product:59 100 51.151955 APPROACH0
NTCIR12-MathWiki-1 127062|0,0,0|0,0,0 Euler_product:61 101 51.151955 APPROACH0
NTCIR12-MathWiki-1 102218|0,0,0|0,0,0 Rate-monotonic_scheduling:4 102 51.148411 APPROACH0
NTCIR12-MathWiki-1 26090|0,0,0|0,0,0 Geometric_series:28 103 51.119675 APPROACH0
NTCIR12-MathWiki-1 336915|0,0,0|0,0,0 Parasitic_number:0 104 51.119675 APPROACH0
NTCIR12-MathWiki-1 189434|0,0,0|0,0,0 Prouhet–Thue–Morse_constant:1 105 51.119675 APPROACH0
NTCIR12-MathWiki-1 26287|0,0,0|0,0,0 Goldbach's_conjecture:12 106 51.119675 APPROACH0
NTCIR12-MathWiki-1 129831|0,0,0|0,0,0 Gelfond–Schneider_theorem:4 107 51.119675 APPROACH0
NTCIR12-MathWiki-1 382714|0,0,0|0,0,0 Van_Wijngaarden_transformation:6 108 51.119675 APPROACH0
NTCIR12-MathWiki-1 26088|0,0,0|0,0,0 Geometric_series:26 109 51.119007 APPROACH0
NTCIR12-MathWiki-1 26313|0,0,0|0,0,0 Golden_ratio:23 110 51.119007 APPROACH0
NTCIR12-MathWiki-1 364515|0,0,0|0,0,0 Kempner_function:2 111 51.094334 APPROACH0
NTCIR12-MathWiki-1 26089|0,0,0|0,0,0 Geometric_series:27 112 51.090286 APPROACH0
NTCIR12-MathWiki-1 127059|0,0,0|0,0,0 Euler_product:58 113 51.090286 APPROACH0
NTCIR12-MathWiki-1 315601|0,0,0|0,0,0 Alpha_max_plus_beta_min_algorithm:7 114 51.090286 APPROACH0
NTCIR12-MathWiki-1 375660|0,0,0|0,0,0 Relative_change_and_difference:11 115 51.090286 APPROACH0
NTCIR12-MathWiki-1 39921|0,0,0|0,0,0 Nim:3 116 51.090286 APPROACH0
NTCIR12-MathWiki-1 171933|0,0,0|0,0,0 Elongated_triangular_pyramid:0 117 51.090286 APPROACH0
NTCIR12-MathWiki-1 361022|0,0,0|0,0,0 Goldbach's_comet:11 118 51.090286 APPROACH0
NTCIR12-MathWiki-1 497263|0,0,0|0,0,0 Meyerhoff_manifold:0 119 51.090286 APPROACH0
NTCIR12-MathWiki-1 176468|0,0,0|0,0,0 GRS_80:26 120 51.090286 APPROACH0
NTCIR12-MathWiki-1 315600|0,0,0|0,0,0 Alpha_max_plus_beta_min_algorithm:6 121 51.090286 APPROACH0
NTCIR12-MathWiki-1 442803|0,0,0|0,0,0 Brownian_excursion:13 122 51.071770 APPROACH0
NTCIR12-MathWiki-1 331173|0,0,0|0,0,0 Kepler–Bouwkamp_constant:1 123 51.071770 APPROACH0
NTCIR12-MathWiki-1 26309|0,0,0|0,0,0 Golden_ratio:19 124 51.067322 APPROACH0
NTCIR12-MathWiki-1 171921|0,0,0|0,0,0 Elongated_triangular_bipyramid:0 125 51.064964 APPROACH0
