NTCIR12-MathWiki-21 275228|0,0,0|0,0,0 UNITY_(programming_language):16 1 51.902603 APPROACH0
NTCIR12-MathWiki-21 442889|0,0,0|0,0,0 Brownian_model_of_financial_markets:73 2 51.726250 APPROACH0
NTCIR12-MathWiki-21 476916|0,0,0|0,0,0 A._H._Lightstone:4 3 51.726250 APPROACH0
NTCIR12-MathWiki-21 59985|0,0,0|0,0,0 Adaptive_filter:43 4 51.640659 APPROACH0
NTCIR12-MathWiki-21 380018|0,0,0|0,0,0 Succinct_data_structure:11 5 51.640659 APPROACH0
NTCIR12-MathWiki-21 86623|0,0,0|0,0,0 Lagrange_polynomial:78 6 51.640659 APPROACH0
NTCIR12-MathWiki-21 275229|0,0,0|0,0,0 UNITY_(programming_language):17 7 51.640659 APPROACH0
NTCIR12-MathWiki-21 78983|0,0,0|0,0,0 Golomb_coding:32 8 51.640659 APPROACH0
NTCIR12-MathWiki-21 317140|0,0,0|0,0,0 Benaloh_cryptosystem:25 9 51.640659 APPROACH0
NTCIR12-MathWiki-21 284523|0,0,0|0,0,0 De_Rham_curve:60 10 51.560379 APPROACH0
NTCIR12-MathWiki-21 349674|0,0,0|0,0,0 Active_contour_model:1 11 51.560379 APPROACH0
NTCIR12-MathWiki-21 380038|0,0,0|0,0,0 Succinct_data_structure:31 12 51.359268 APPROACH0
NTCIR12-MathWiki-21 526143|0,0,0|0,0,0 List_of_equations_in_quantum_mechanics:58 13 51.359268 APPROACH0
NTCIR12-MathWiki-21 380035|0,0,0|0,0,0 Succinct_data_structure:28 14 51.359268 APPROACH0
NTCIR12-MathWiki-21 21497|0,0,0|0,0,0 Fast_Fourier_transform:18 15 51.357819 APPROACH0
NTCIR12-MathWiki-21 95212|0,0,0|0,0,0 Normal_number:13 16 51.290184 APPROACH0
NTCIR12-MathWiki-21 258527|0,0,0|0,0,0 Linear_network_coding:15 17 51.272842 APPROACH0
